Patrones: Espiral 3
Salidas: Rojo, Azul, Verde
373.49,279.59,1
479.94,424.68,0
480.21,407.70,0
470.59,407.39,0
478.90,401.67,0
473.23,402.54,0
478.31,411.94,0
464.58,415.22,0
312.11,455.61,2
303.79,442.57,2
314.14,442.20,2
309.77,448.68,2
303.42,446.85,2
316.30,447.65,2
315.22,456.01,2
350.22,290.24,1
352.00,289.07,1
350.37,289.20,1
354.38,293.87,1
352.23,290.33,1
354.62,292.52,1
358.66,288.67,1
357.41,296.83,1
316.78,458.02,2
322.88,460.94,2
333.25,448.16,2
330.91,453.50,2
313.40,459.52,2
337.26,455.07,2
323.09,469.92,2
337.33,449.80,2
323.43,470.36,2
452.27,380.48,0
461.97,373.91,0
468.44,394.30,0
455.14,397.21,0
455.69,393.83,0
456.41,380.89,0
358.11,320.50,1
336.06,310.50,1
347.35,319.28,1
343.57,318.93,1
354.78,322.12,1
357.52,312.06,1
351.85,318.37,1
469.73,369.95,0
453.20,370.39,0
455.01,367.80,0
452.70,374.35,0
363.08,462.24,2
339.95,453.75,2
351.00,462.24,2
347.99,470.02,2
348.98,452.68,2
344.26,467.75,2
323.35,320.08,1
323.25,322.41,1
317.49,335.39,1
320.79,330.26,1
329.71,324.50,1
325.68,328.41,1
318.10,333.60,1
320.86,325.95,1
321.05,337.65,1
457.64,344.05,0
445.23,353.47,0
466.79,339.90,0
466.12,357.11,0
455.57,354.18,0
460.83,347.08,0
382.98,466.67,2
386.29,449.40,2
369.51,454.12,2
386.22,461.51,2
319.19,358.23,1
333.84,349.79,1
327.32,362.03,1
320.36,353.45,1
330.35,360.16,1
439.54,342.93,0
424.03,335.07,0
441.13,339.24,0
427.64,337.94,0
430.96,325.44,0
430.30,338.54,0
316.98,356.28,1
317.55,370.10,1
319.25,367.09,1
312.49,372.51,1
413.17,325.55,0
419.69,330.00,0
404.38,332.18,0
403.42,337.30,0
412.48,324.42,0
411.11,319.89,0
400.50,329.40,0
421.07,327.48,0
328.83,380.56,1
311.57,380.76,1
326.48,394.99,1
320.81,391.68,1
306.50,385.94,1
391.78,336.22,0
391.68,331.52,0
400.17,324.24,0
398.18,337.33,0
412.73,413.41,2
415.24,415.96,2
427.28,405.99,2
412.72,420.12,2
421.84,423.07,2
367.37,423.72,1
361.39,428.18,1
355.81,421.46,1
361.28,412.93,1
364.81,416.31,1
361.29,416.18,1
355.70,412.26,1
384,384,0
384,384,1
395.21,397.49,1
392.63,367.85,2
367.10,384.01,0
400.05,363.76,2
390.48,401.90,1
358.29,380.11,0
403.37,372.08,2
386.00,409.42,1
359.93,372.38,0
409.56,373.38,2
413.78,376.46,2
376.20,417.07,1
362.51,361.78,0
421.85,381.03,2
362.82,353.78,0
422.44,385.50,2
363.02,417.31,1
364.17,343.27,0
423.73,391.05,2
370.34,345.12,0
428.81,401.92,2
348.60,410.83,1
377.87,338.99,0
342.62,408.09,1
382.33,333.98,0
422.30,413.73,2
333.21,403.14,1
391.84,328.98,0
422.69,426.85,2
333.50,393.73,1
401.61,335.60,0
417.36,437.88,2
319.20,388.58,1
411.46,329.69,0
411.87,441.65,2
400.59,447.07,2
320.16,365.67,1
433.65,334.01,0
393.16,450.46,2
326.97,357.07,1
379.47,456.80,2
323.58,344.17,1
456.81,348.19,0
369.22,453.09,2
326.13,332.45,1
458.08,360.37,0
352.19,461.27,2
329.18,315.68,1
461.97,370.66,0
344.29,447.70,2
345.66,313.90,1
459.78,385.86,0
327.18,457.91,2
352.84,295.05,1
313.12,447.60,2
363.01,298.86,1
475.39,413.70,0
299.24,435.32,2
379.14,289.26,1
472.66,426.39,0
284.98,424.14,2
464.17,441.05,0
410.26,289.63,1
448.38,449.33,0
274.04,399.24,2
422.91,289.94,1
445.25,467.42,0
271.59,378.35,2
443.19,295.83,1
437.94,488.84,0
282.01,364.97,2
416.94,478.31,0
274.34,345.69,2
473.45,307.14,1
404.40,502.84,0
285.05,326.57,2
384.24,496.11,0
290.13,304.63,2
506.46,341.78,1
290.67,286.00,2
500.07,360.59,1
346.90,497.22,0
310.98,279.17,2
512.45,376.74,1
325.89,493.19,0
325.74,262.81,2
513.42,401.55,1
300.18,492.16,0
351.92,256.52,2
518.22,418.42,1
286.00,486.62,0
368.42,249.12,2
521.65,439.65,1
269.63,461.57,0
391.28,242.40,2
511.00,462.66,1
255.48,450.84,0
419.44,238.77,2
494.18,484.92,1
248.32,423.25,0
446.73,234.50,2
480.42,502.13,1
242.82,408.26,0
463.43,239.26,2
471.41,528.45,1
228.81,380.84,0
485.13,252.10,2
445.30,538.59,1
222.01,358.32,0
501.63,279.09,2
423.83,554.84,1
227.84,327.74,0
533.87,288.37,2
387.79,566.27,1
229.07,305.33,0
545.43,315.22,2
369.84,557.98,1
238.42,275.66,0
563.91,338.42,2
341.51,555.15,1
564.84,358.75,2
304.68,558.92,1
274.04,239.70,0
566.25,397.80,2
278.18,537.26,1
298.63,219.53,0
577.84,427.37,2
250.92,535.24,1
328.99,195.74,0
567.97,454.22,2
237.81,505.49,1
346.54,189.23,0
547.74,471.82,2
212.68,487.85,1
378.90,185.66,0
549.60,510.29,2
188.45,457.69,1
420.57,184.45,0
519.28,544.44,2
177.47,433.66,1
450.57,186.75,0
495.66,564.95,2
162.37,393.73,1
477.97,200.02,0
471.28,593.19,2
164.98,362.53,1
505.54,212.91,0
447.52,596.25,2
164.87,329.88,1
547.42,214.83,0
416.57,615.86,2
166.56,292.85,1
570.18,246.46,0
369.57,627.45,2
184.68,263.46,1
576.46,278.27,0
337.79,607.81,2
212.78,226.44,1
610.20,302.39,0
293.08,600.16,2
237.50,202.12,1
610.09,353.44,0
252.50,612.27,2
253.93,168.38,1
642.06,391.55,0
219.89,579.75,2
287.79,143.92,1
189.24,549.29,2
338.15,124.51,1
629.46,471.56,0
163.08,528.14,2
378.57,123.71,1
611.96,495.83,0
128.67,502.62,2
590.48,533.08,0
121.59,455.88,2
455.83,134.24,1
568.47,580.96,0
108.74,417.14,2
504.31,134.89,1
114.30,376.46,2
547.47,147.21,1
511.72,635.42,0
115.79,319.26,2
575.22,160.79,1
466.00,652.52,0
109.22,282.90,2
620.07,198.33,1
432.47,669.38,0
141.93,244.07,2
647.38,240.21,1
386.22,669.56,0
157.35,198.66,2
659.14,282.19,1
333.30,682.87,0
181.48,158.94,2
682.83,328.53,1
278.03,680.31,0
215.74,116.55,2
684.07,369.60,1
240.24,648.88,0
262.15,92.09,2
707.97,413.40,1
202.61,623.59,0
290.61,73.43,2
158.16,597.76,0
356.90,52.34,2
670.02,516.55,1
117.15,565.16,0
392.46,59.71,2
665.33,574.75,1
95.92,523.75,0
457.02,52.33,2
624.83,614.62,1
61.53,482.38,0
511.38,69.26,2
611.97,653.69,1
44.87,439.56,0
549.52,78.14,2
553.52,679.61,1
36.02,394.89,0
593.54,106.84,2
504.97,717.12,1
36.64,338.80,0
658.30,141.50,2
457.40,741.73,1
42.48,278.70,0
693.06,170.66,2
406.06,731.05,1
62.99,210.42,0
734.76,219.48,2
349.82,740.53,1
87.92,172.17,0
760.53,276.64,2
288.31,745.21,1
109.03,125.56,0
768.25,332.08,2
231.96,736.05,1
147.78,74.10,0
774.42,411.69,2
176.65,720.14,1
218.71,32.85,0
761.85,476.20,2
122.18,666.74,1
743.55,528.22,2
83.90,622.15,1
311.95,-12.36,0
742.16,577.20,2
41.24,591.93,1
393.66,-17.46,0
701.44,647.33,2
4.53,538.40,1
451.38,-28.77,0
661.11,681.68,2
-22.61,469.28,1
514.23,-29.07,0
613.37,733.19,2
-35.38,404.34,1
571.49,22.10,0
575.62,786.19,2
-33.02,346.01,1
621.93,41.75,0
491.68,788.71,2
-38.97,275.81,1
694.03,91.66,0
438.12,821.86,2
-19.32,212.76,1
729.13,136.64,0
368.36,810.51,2
29.84,141.16,1
772.80,195.78,0
280.92,813.76,2
41.07,89.68,1
809.95,243.67,0
224.37,810.71,2
88.11,15.41,1
836.65,322.21,0
